event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope,shadow_action,shadow_reason,fair_mid_source_status,fair_mid_source_reason,edge_gate_status,edge_gate_reason,fair_mid_px,edge_ticks,binance_source_age_ms,order_endpoint_called,private_endpoint_called,credential_read
122,trades,1782283270420,1782283270608252272,0.188307,buy,62822,62822,62823,1,0.005,5.45459,12,1090.918,3,0.00077,0,0.00077,5.45959,0.0001410362316584212367595368883,touched_quote_without_depletion,,0.00019,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,11,53970,5062,2,last_l2_too_old,real_bbo_history_stale,10373,1782283260047,0.00017,5.45459,5.45442,1,12,11,not_reset,history_present_no_reset,block,last_l2_too_old,last_l2_too_old,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
123,l2Book,1782283270705,1782283270990491488,0.285568,buy,62822,62822,62823,1,0.005,1.13572,5,227.144,3,0.00077,0,0.00077,1.14072,0.0006750122729504172803141875307,touched_quote_without_depletion,,0.00019,False,missing_same_side_strict_through_support,12,59317,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,10658,1782283260047,5.45459,1.13572,-4.31887,12,5,-7,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
124,trades,1782283274000,1782283274232104078,0.232249,buy,62822,62822,62823,1,0.005,1.13572,5,227.144,1,0.00546,0,0.00546,1.14072,0.004786450662739322533136966127,touched_quote_without_depletion,,0.00136,False,missing_same_side_strict_through_support,11,53903,3295,3,same_touch_stable_enough,real_bbo_history_touch_stability,13953,1782283260047,5.45459,1.13572,-4.31887,12,5,-7,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
125,l2Book,1782283276126,1782283276430727954,0.304874,buy,62822,62822,62823,1,0.005,14.07571,37,2815.142,1,0.00546,0,0.00546,14.08071,0.0003877645374416488941253672578,touched_quote_without_depletion,,0.00136,False,missing_same_side_strict_through_support,12,59324,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,16079,1782283260047,5.45459,14.07571,8.62112,12,37,25,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
126,trades,1782283276738,1782283276933602021,0.195683,buy,62822,62822,62823,1,0.005,14.07571,37,2815.142,2,0.00822,0,0.00822,14.08071,0.0005837773805440208625843441133,touched_quote_without_depletion,,0.00205,False,missing_same_side_strict_through_support,12,59324,612,4,same_touch_stable_enough,real_bbo_history_touch_stability,16691,1782283260047,5.45459,14.07571,8.62112,12,37,25,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
127,trades,1782283277689,1782283277872718449,0.183836,buy,62822,62822,62823,1,0.005,14.07571,37,2815.142,2,0.00276,0,0.00276,14.08071,0.0001960128431023719684589768556,touched_quote_without_depletion,,0.00069,False,missing_same_side_strict_through_support,11,53917,1563,4,same_touch_stable_enough,real_bbo_history_touch_stability,17642,1782283260047,5.45459,14.07571,8.62112,12,37,25,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
128,trades,1782283278023,1782283278304403381,0.281492,buy,62822,62822,62823,1,0.005,14.07571,37,2815.142,5,0.01219,0,0.01219,14.08071,0.0008657233903688095273604811121,touched_quote_without_depletion,,0.00304,False,missing_same_side_strict_through_support,11,53917,1897,4,same_touch_stable_enough,real_bbo_history_touch_stability,17976,1782283260047,5.45459,14.07571,8.62112,12,37,25,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
129,trades,1782283281045,1782283281300962566,0.256099,buy,62822,62822,62823,1,0.005,14.07571,37,2815.142,1,0,0,0,14.08071,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,53917,4919,4,same_touch_stable_enough,real_bbo_history_touch_stability,20998,1782283260047,5.45459,14.07571,8.62112,12,37,25,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
130,l2Book,1782283281534,1782283281822077337,0.288177,buy,62822,62822,62823,1,0.005,11.93354,34,2386.708,1,0,0,0,11.93854,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,12,59325,0,5,same_touch_stable_enough,real_bbo_history_touch_stability,21487,1782283260047,14.07571,11.93354,-2.14217,37,34,-3,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
131,trades,1782283282000,1782283282254616943,0.254721,buy,62822,62822,62823,1,0.005,11.93354,34,2386.708,2,0.00046,0,0.00046,11.93854,0.00003853067460510246646574874315,touched_quote_without_depletion,,0.00011,False,missing_same_side_strict_through_support,12,59325,466,5,same_touch_stable_enough,real_bbo_history_touch_stability,21953,1782283260047,14.07571,11.93354,-2.14217,37,34,-3,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
132,trades,1782283283490,1782283283694791314,0.204914,buy,62822,62822,62823,1,0.005,11.93354,34,2386.708,3,0.00456,0,0.00456,11.93854,0.0003819562526071027110517701494,touched_quote_without_depletion,,0.00114,False,missing_same_side_strict_through_support,11,53943,1956,5,same_touch_stable_enough,real_bbo_history_touch_stability,23443,1782283260047,14.07571,11.93354,-2.14217,37,34,-3,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
133,trades,1782283285051,1782283285319951271,0.269106,buy,62822,62822,62823,1,0.005,11.93354,34,2386.708,2,0.02024,0,0.02024,11.93854,0.001695349682624508524492944698,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,53943,3517,5,same_touch_stable_enough,real_bbo_history_touch_stability,25004,1782283260047,14.07571,11.93354,-2.14217,37,34,-3,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
134,l2Book,1782283286956,1782283287258514461,0.302658,buy,62822,62822,62823,1,0.005,9.91279,32,1982.558,1,0.01614,0,0.01614,9.91779,0.001627378680129343331528495764,touched_quote_without_depletion,,0.00403,False,missing_same_side_strict_through_support,12,59365,0,6,same_touch_stable_enough,real_bbo_history_touch_stability,26909,1782283260047,14.07571,9.91279,-4.16292,37,32,-5,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
135,trades,1782283288037,1782283288359504390,0.322608,buy,62822,62822,62823,1,0.005,9.91279,32,1982.558,2,0.02024,0,0.02024,9.91779,0.00204077722960457924598121154,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,53953,1081,6,same_touch_stable_enough,real_bbo_history_touch_stability,27990,1782283260047,14.07571,9.91279,-4.16292,37,32,-5,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
136,trades,1782283289051,1782283289290314285,0.239389,buy,62822,62822,62823,1,0.005,9.91279,32,1982.558,2,0.0041,0,0.0041,9.91779,0.0004133985494752359144527157764,touched_quote_without_depletion,,0.00102,False,missing_same_side_strict_through_support,11,53953,2095,6,same_touch_stable_enough,real_bbo_history_touch_stability,29004,1782283260047,14.07571,9.91279,-4.16292,37,32,-5,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
137,trades,1782283290804,1782283291034144988,0.230281,buy,62822,62822,62823,1,0.005,9.91279,32,1982.558,3,0.02149,0,0.02149,9.91779,0.002166813372737273122338746838,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,53953,3848,6,same_touch_stable_enough,real_bbo_history_touch_stability,30757,1782283260047,14.07571,9.91279,-4.16292,37,32,-5,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
138,trades,1782283291947,1782283292153146279,0.206267,buy,62822,62822,62823,1,0.005,9.91279,32,1982.558,3,0.01739,0,0.01739,9.91779,0.001753414823262037207886031061,touched_quote_without_depletion,,0.00434,False,missing_same_side_strict_through_support,11,53953,4991,6,same_touch_stable_enough,real_bbo_history_touch_stability,31900,1782283260047,14.07571,9.91279,-4.16292,37,32,-5,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
139,l2Book,1782283292393,1782283292706020136,0.313139,buy,62822,62822,62823,1,0.005,11.53146,34,2306.292,2,0.01739,0,0.01739,11.53646,0.001507394816087430632967132032,touched_quote_without_depletion,,0.00434,False,missing_same_side_strict_through_support,12,59390,0,7,same_touch_stable_enough,real_bbo_history_touch_stability,32346,1782283260047,14.07571,11.53146,-2.54425,37,34,-3,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
140,trades,1782283296358,1782283296541124010,0.18328,buy,62822,62822,62823,1,0.005,11.53146,34,2306.292,6,0.00017,0.00778,0.00795,11.53646,0.0006891195392694119339901494913,strict_trade_through_seen_but_visible_top_not_depleted,,0.00198,False,outside_quality_a_b_queue_bands,11,53952,3965,7,same_touch_stable_enough,real_bbo_history_touch_stability,36311,1782283260047,14.07571,11.53146,-2.54425,37,34,-3,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
141,trades,1782283297767,1782283298064010904,0.297157,buy,62822,62822,62823,1,0.005,11.53146,34,2306.292,7,0.00017,0.00778,0.00795,11.53646,0.0006891195392694119339901494913,strict_trade_through_seen_but_visible_top_not_depleted,,0.00198,False,missing_touch_freshness_or_queue_reset_evidence,11,53952,5374,7,last_l2_too_old,real_bbo_history_stale,37720,1782283260047,14.07571,11.53146,-2.54425,37,34,-3,reset_supported,same_touch_top_qty_or_order_count_reduced,block,last_l2_too_old,last_l2_too_old,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
142,l2Book,1782283297767,1782283298064479590,0.297547,buy,62820,62820,62821,1,0.005,0.89358,8,178.716,7,0.00695,0,0.00695,0.89858,0.007734425426784482182999844199,touched_quote_without_depletion,,0.00173,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,12,59326,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1782283297767,,0.89358,,,8,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
143,trades,1782283298035,1782283298268791068,0.233925,buy,62820,62820,62821,1,0.005,0.89358,8,178.716,8,0.00695,0,0.00695,0.89858,0.007734425426784482182999844199,touched_quote_without_depletion,,0.00173,False,missing_same_side_strict_through_support,12,59326,268,1,same_touch_stable_enough,real_bbo_history_touch_stability,268,1782283297767,,0.89358,,,8,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
