join_seq,timestamp_clock_policy,hyperliquid_decision_ts,binance_source_found,binance_source_age_ms,binance_source_age_bucket,cross_exchange_future_join,cross_exchange_missing_binance_join,binance_lead_quality,hyperliquid_lag_quality,joined_row_quality,basis_mid_px,basis_mid_ticks,basis_microprice_px,basis_contract_caveat,lead_lag_statistical_conclusion,binance_feature_seq,binance_source_raw_seq,binance_event_type,binance_local_ts,binance_exch_ts,binance_last_u,binance_prev_u,binance_sync_aligned,binance_sync_gap,binance_startup_excluded,binance_first_valid_update_aligned,binance_best_bid_px,binance_best_ask_px,binance_mid_px,binance_spread_ticks,binance_bid_top5_px,binance_ask_top5_px,binance_bid_top5_qtys,binance_ask_top5_qtys,binance_top5_bid_qty,binance_top5_ask_qty,binance_top5_imbalance,binance_top5_microprice_px,binance_microprice_minus_mid_ticks,binance_mid_move_ticks_from_prev,binance_rolling_abs_mid_move_ticks_5,binance_rolling_rv_ticks_20,binance_bookticker_u,binance_bookticker_local_ts,binance_bookticker_depth_age_ms,binance_bookticker_depth_age_bucket,binance_bookticker_bbo_match,binance_trade_pressure_status,binance_trade_pressure_bucket,hyperliquid_decision_seq,hyperliquid_decision_ts,hyperliquid_joined_raw_seq,hyperliquid_l2book_local_ts,hyperliquid_l2book_event_ts,hyperliquid_join_age_ms,hyperliquid_join_age_bucket,hyperliquid_future_join,hyperliquid_missing_join,hyperliquid_reconnect_recovery_crossed,hyperliquid_coin,hyperliquid_best_bid_px,hyperliquid_best_ask_px,hyperliquid_mid_px,hyperliquid_spread_ticks,hyperliquid_bid_topn_px,hyperliquid_ask_topn_px,hyperliquid_bid_topn_qtys,hyperliquid_ask_topn_qtys,hyperliquid_bid_topn_order_count,hyperliquid_ask_topn_order_count,hyperliquid_top5_bid_qty,hyperliquid_top5_ask_qty,hyperliquid_top5_imbalance,hyperliquid_top5_microprice_px,hyperliquid_microprice_minus_mid_ticks,hyperliquid_context_quality,hyperliquid_trade_pressure_status,hyperliquid_trade_pressure_bucket
2084,local_controller_capture_ts_ns,1780379348038146252,true,18.017607,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-20.55,-205.5,-20.59762236,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38888,598223,depthUpdate,1780379348020128645,1780379347961000000,10685861564269,10685861562910,True,False,False,,70379.9,70380,70379.95,1,70379.9|70379.8|70379.7|70379.6|70379.3,70380|70380.1|70380.2|70380.3|70380.4,6.755|0.046|0.004|0.098|0.294,295.484|0.007|0.003|0.003|0.001,7.197,295.498,-0.95244718,70379.90237764,-0.47622359,0,0,0,10685861554563,1780379347860302496,159.826149,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2084,1780379348038146252,3818,1780379347535402842,1780379347229000000,502.743410,watch_250ms_to_stale_limit,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70404.0|70405.0|70406.0,12.02018|9.01442|3.61678|2.92583|8.14764,0.46847|0.00045|0.0002|0.00137|0.28552,33|11|5|5|6,4|2|1|3|4,35.72485,0.75601,0.95855306,70400.97927653,4.7927653,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2085,local_controller_capture_ts_ns,1780379348538146252,true,3.306769,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-20.55,-205.5,-20.59762011,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38907,598290,depthUpdate,1780379348534839483,1780379348473000000,10685861593917,10685861592655,True,False,False,,70379.9,70380,70379.95,1,70379.9|70379.8|70379.7|70379.6|70379.3,70380|70380.1|70380.2|70380.3|70380.4,6.756|0.046|0.004|0.098|0.294,295.239|0.007|0.003|0.003|0.001,7.198,295.253,-0.95240221,70379.90237989,-0.4762011,0,0,0,10685861592844,1780379348511984366,22.855117,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2085,1780379348538146252,3820,1780379348083048509,1780379347765000000,455.097743,watch_250ms_to_stale_limit,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70403.0|70404.0|70405.0,13.72595|9.01442|1.91027|2.92583|8.14764,0.45843|0.00045|0.21305|0.0002|0.00137,34|11|4|5|6,3|2|1|1|3,35.72411,0.6735,0.96299208,70400.98149604,4.81496038,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2086,local_controller_capture_ts_ns,1780379349038146252,true,21.30519,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-20.55,-205.5,-20.59759811,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38925,598352,depthUpdate,1780379349016841062,1780379348957000000,10685861620275,10685861619087,True,False,False,,70379.9,70380,70379.95,1,70379.9|70379.8|70379.7|70379.6|70379.3,70380|70380.1|70380.2|70380.3|70380.4,6.87|0.046|0.004|0.098|0.294,297.101|0.007|0.003|0.003|0.001,7.312,297.115,-0.95196221,70379.90240189,-0.47598111,0,0,0,10685861619936,1780379349006354579,10.486483,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2086,1780379349038146252,3822,1780379348633717470,1780379348300000000,404.428782,watch_250ms_to_stale_limit,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70403.0|70404.0|70405.0,13.71764|9.01442|1.91027|3.99242|8.14764,0.45843|0.00045|0.2132|0.0002|0.00137,34|11|4|6|6,3|2|2|1|3,36.78239,0.67365,0.96402983,70400.98201492,4.82014917,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2087,local_controller_capture_ts_ns,1780379349538146252,true,14.172552,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-20.55,-205.5,-20.59762504,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38944,598405,depthUpdate,1780379349523973700,1780379349466000000,10685861651992,10685861650387,True,False,False,,70379.9,70380,70379.95,1,70379.9|70379.8|70379.7|70379.6|70379.3,70380|70380.1|70380.2|70380.3|70380.4,6.783|0.046|0.004|0.098|0.294,296.975|0.009|0.003|0.003|0.001,7.225,296.991,-0.95250085,70379.90237496,-0.47625043,0,0,0,10685861650550,1780379349504455797,19.517903,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2087,1780379349538146252,3823,1780379349142807810,1780379348853000000,395.338442,watch_250ms_to_stale_limit,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70403.0|70404.0|70405.0,12.01316|9.01442|3.61679|2.92583|8.14764,0.03289|0.00045|0.00015|0.0002|0.00137,34|11|5|5|6,2|2|1|1|3,35.71784,0.03506,0.99803876,70400.99901938,4.9901938,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2088,local_controller_capture_ts_ns,1780379350038146252,true,6.143152,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-22.55,-225.5,-22.59752148,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38963,598489,depthUpdate,1780379350032003100,1780379349973000000,10685861678401,10685861677052,True,False,False,,70379.9,70380,70379.95,1,70379.9|70379.8|70379.7|70379.6|70379.3,70380|70380.1|70380.2|70380.3|70380.4,7.056|0.046|0.004|0.098|0.294,295.005|0.009|0.003|0.003|0.001,7.498,295.021,-0.95042956,70379.90247852,-0.47521478,0,0,0,10685861677139,1780379350007739131,24.263969,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2088,1780379350038146252,3825,1780379349749853347,1780379349391000000,288.292905,watch_250ms_to_stale_limit,false,false,false,BTC,70402,70403,70402.5,10,70402.0|70401.0|70400.0|70399.0|70398.0,70403.0|70404.0|70405.0|70406.0|70407.0,5.29413|34.77592|9.44035|7.45008|3.61679,0.00015|0.0002|0.00137|0.11503|0.10139,39|162|18|10|5,1|1|3|4|4,60.57727,0.21814,0.9928238,70402.9964119,4.964119,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2089,local_controller_capture_ts_ns,1780379350538146252,true,7.947736,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-8.05,-80.5,-8.07391788,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38982,599390,depthUpdate,1780379350530198516,1780379350472000000,10685861801500,10685861798207,True,False,False,,70395.4,70395.5,70395.45,1,70395.4|70395.3|70395.2|70395.1|70395,70395.5|70395.6|70395.9|70396|70396.2,2.332|0.004|0.004|0.002|0.002,6.635|0.001|0.001|0.002|0.004,2.344,6.643,-0.47835763,70395.42608212,-0.23917881,0,0,25.97402549,10685861793319,1780379350472422108,57.776408,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2089,1780379350538146252,3826,1780379350248046834,1780379349915000000,290.099418,watch_250ms_to_stale_limit,false,false,false,BTC,70403,70404,70403.5,10,70403.0|70402.0|70401.0|70400.0|70399.0,70404.0|70405.0|70406.0|70407.0|70408.0,15.07206|20.41063|0.60159|8.66599|6.60073,0.00485|0.25139|0.37086|0.35139|0.30225,102|46|5|10|9,2|4|7|5|7,51.351,1.28074,0.95133203,70403.97566601,4.75666014,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2090,local_controller_capture_ts_ns,1780379351038146252,true,2.963031,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-11.05,-110.5,-11.07676625,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,39001,599518,depthUpdate,1780379351035183221,1780379350973000000,10685861889416,10685861885844,True,False,False,,70395.4,70395.5,70395.45,1,70395.4|70395.3|70395.2|70395.1|70395,70395.5|70395.6|70395.9|70396|70396.2,2.461|0.004|0.004|0.002|0.002,8.113|0.002|0.001|0.002|0.053,2.473,8.171,-0.53532507,70395.42323375,-0.26766253,0,0,0,10685861878221,1780379350955505477,79.677744,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2090,1780379351038146252,3828,1780379350774257144,1780379350424000000,263.889108,watch_250ms_to_stale_limit,false,false,false,BTC,70406,70407,70406.5,10,70406.0|70403.0|70402.0|70401.0|70400.0,70407.0|70408.0|70409.0|70410.0|70411.0,0.01|21.62172|7.13864|9.21754|8.62993,0.00039|0.03874|0.00039|0.0511|0.15039,1|69|8|9|11,2|3|2|2|3,46.61783,0.24101,0.98971336,70406.99485668,4.9485668,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2091,local_controller_capture_ts_ns,1780379351538146252,true,26.21163,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-12.05,-120.5,-12.07292037,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,39019,599570,depthUpdate,1780379351511934622,1780379351454000000,10685861936773,10685861934746,True,False,False,,70395.4,70395.5,70395.45,1,70395.4|70395.3|70395.2|70395.1|70395,70395.5|70395.6|70395.9|70396|70396.2,2.729|0.004|0.004|0.002|0.002,7.322|0.003|0.001|0.002|0.053,2.741,7.381,-0.45840743,70395.42707963,-0.22920371,0,0,0,10685861936612,1780379351508547018,3.387604,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2091,1780379351538146252,3831,1780379351243957247,1780379350924000000,294.189005,watch_250ms_to_stale_limit,false,false,false,BTC,70407,70408,70407.5,10,70407.0|70406.0|70405.0|70404.0|70403.0,70408.0|70409.0|70410.0|70411.0|70412.0,19.69425|46.49219|13.37135|19.18868|11.49205,0.02148|0.00039|0.0511|0.00039|0.00317,119|216|47|50|43,1|2|2|2|2,110.23852,0.07653,0.99861252,70407.99930626,4.9930626,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2092,local_controller_capture_ts_ns,1780379352038146252,true,4.200605,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-12.05,-120.5,-12.04513624,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,39038,599636,depthUpdate,1780379352033945647,1780379351976000000,10685861976443,10685861973529,True,False,False,,70395.4,70395.5,70395.45,1,70395.4|70395.3|70395.2|70395|70394.7,70395.5|70395.6|70395.9|70396|70396.2,3.806|0.004|0.004|0.002|0.07,3.188|0.002|0.001|0.002|0.004,3.886,3.197,0.09727517,70395.45486376,0.04863758,0,0,0,10685861976368,1780379352033271706,0.673941,fresh_0_1ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2092,1780379352038146252,3833,1780379351872702447,1780379351434000000,165.443805,warm_50_250ms,false,false,false,BTC,70407,70408,70407.5,10,70407.0|70406.0|70405.0|70404.0|70403.0,70408.0|70409.0|70410.0|70411.0|70412.0,41.07777|12.8471|5.47773|3.38492|6.63872,0.00047|0.00054|0.05125|0.00039|0.00317,122|24|7|5|17,2|3|3|2|2,69.42624,0.05582,0.99839325,70407.99919663,4.99196627,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2093,local_controller_capture_ts_ns,1780379352538146252,true,21.531077,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-10.95,-109.5,-10.90996777,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,39056,599962,depthUpdate,1780379352516615175,1780379352456000000,10685862024982,10685862022443,True,False,False,,70396.5,70396.6,70396.55,1,70396.5|70396.4|70396.3|70396.1|70396,70396.6|70396.7|70396.8|70396.9|70397,15.902|0.292|0.002|0.002|0.006,1.778|0.002|0.004|0.009|0.001,16.204,1.794,0.80064452,70396.59003223,0.40032226,0,0,2.45967478,10685862024495,1780379352508080055,8.535120,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2093,1780379352538146252,3835,1780379352379787444,1780379351975000000,158.358808,warm_50_250ms,false,false,false,BTC,70407,70408,70407.5,10,70407.0|70406.0|70405.0|70404.0|70403.0,70408.0|70409.0|70410.0|70411.0|70412.0,35.87474|8.41347|5.47773|3.47693|5.76835,0.00047|0.00054|0.0511|0.00039|0.00317,90|21|7|6|18,2|3|2|2|2,59.01122,0.05567,0.99811502,70407.99905751,4.99057509,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2094,local_controller_capture_ts_ns,1780379353038146252,true,4.650678,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-14.95,-149.5,-14.90439686,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,39075,600015,depthUpdate,1780379353033495574,1780379352973000000,10685862060345,10685862058049,True,False,False,,70396.5,70396.6,70396.55,1,70396.5|70396.4|70396.3|70396|70395.9,70396.6|70396.8|70396.9|70397|70397.2,22.391|0.135|0.002|0.017|0.003,1.021|0.004|0.009|0.001|0.002,22.548,1.037,0.91206275,70396.59560314,0.45603138,0,0,0,10685862059052,1780379353013396140,20.099434,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2094,1780379353038146252,3839,1780379352877446900,1780379352522000000,160.699352,warm_50_250ms,false,false,false,BTC,70411,70412,70411.5,10,70411.0|70410.0|70409.0|70408.0|70407.0,70412.0|70413.0|70414.0|70415.0|70416.0,11.37962|9.6417|65.53616|25.65025|12.67629,0.00317|0.00039|0.00017|0.00039|0.00017,81|72|244|59|31,2|2|1|2|1,124.88402,0.00429,0.9999313,70411.99996565,4.99965649,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2095,local_controller_capture_ts_ns,1780379353538146252,true,17.953326,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-19.95,-199.5,-19.91089709,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,39093,600055,depthUpdate,1780379353520192926,1780379353461000000,10685862102122,10685862099481,True,False,False,,70396.5,70396.6,70396.55,1,70396.5|70396.4|70396.3|70396|70395.9,70396.6|70396.7|70396.8|70396.9|70397,16.204|0.103|0.002|0.017|0.003,1.981|0.002|0.004|0.009|0.001,16.329,1.997,0.78205828,70396.58910291,0.39102914,0,0,0,10685862100572,1780379353501809644,18.383282,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2095,1780379353538146252,3843,1780379353453974728,1780379353060000000,84.171524,warm_50_250ms,false,false,false,BTC,70416,70417,70416.5,10,70416.0|70415.0|70414.0|70413.0|70412.0,70417.0|70418.0|70419.0|70420.0|70421.0,12.45161|8.21095|11.57827|24.19978|39.38233,0.00187|0.00017|0.00039|0.00865|0.01144,74|89|88|147|140,1|1|2|5|3,95.82294,0.02252,0.99953008,70416.99976504,4.99765038,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2096,local_controller_capture_ts_ns,1780379354038146252,true,6.064536,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-22.95,-229.5,-22.92351651,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,39112,600115,depthUpdate,1780379354032081716,1780379353974000000,10685862148706,10685862146077,True,False,False,,70396.5,70396.6,70396.55,1,70396.5|70396.4|70396.1|70396|70395.8,70396.6|70396.7|70396.8|70396.9|70397,15.227|0.101|0.002|0.006|0.002,4.652|0.004|0.007|0.009|0.044,15.338,4.716,0.52966989,70396.57648349,0.26483495,0,0,0,10685862147798,1780379354024717917,7.363799,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2096,1780379354038146252,3845,1780379353894720635,1780379353560000000,143.425617,warm_50_250ms,false,false,false,BTC,70419,70420,70419.5,10,70419.0|70418.0|70417.0|70416.0|70415.0,70420.0|70421.0|70422.0|70423.0|70424.0,11.61474|7.20458|5.8445|27.52165|2.76503,0.00022|0.00039|0.01131|0.07965|0.21334,69|64|60|106|23,2|2|3|4|9,54.9505,0.30491,0.98896361,70419.99448181,4.94481807,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2097,local_controller_capture_ts_ns,1780379354538146252,true,9.386843,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-22.95,-229.5,-22.922084,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,39130,600165,depthUpdate,1780379354528759409,1780379354464000000,10685862192780,10685862190422,True,False,False,,70396.5,70396.6,70396.55,1,70396.5|70396.4|70396.3|70396.2|70396,70396.6|70396.7|70396.8|70396.9|70397,14.035|0.101|0.002|0.011|0.006,3.991|0.004|0.007|0.009|0.001,14.155,4.012,0.55832003,70396.577916,0.27916002,0,0,0,10685862192492,1780379354524249604,4.509805,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2097,1780379354538146252,3846,1780379354445556712,1780379354094000000,92.589540,warm_50_250ms,false,false,false,BTC,70419,70420,70419.5,10,70419.0|70418.0|70417.0|70416.0|70415.0,70420.0|70421.0|70422.0|70423.0|70424.0,18.07954|0.02|3.68034|4.48639|0.6587,3.34914|0.00948|1.07786|0.0686|0.46334,66|2|6|13|9,15|4|4|3|10,26.92497,4.96842,0.68843575,70419.84421788,3.44217877,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2098,local_controller_capture_ts_ns,1780379355038146252,true,10.478377,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-22.95,-229.5,-22.93106701,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,39149,600272,depthUpdate,1780379355027667875,1780379354969000000,10685862242573,10685862240547,True,False,False,,70396.5,70396.6,70396.55,1,70396.5|70396.4|70396.3|70396.2|70395.8,70396.6|70396.7|70396.8|70396.9|70397,12.601|0.099|0.002|0.01|0.002,5.711|0.002|0.007|0.009|0.001,12.714,5.73,0.37865973,70396.56893299,0.18932986,0,0,0,10685862239721,1780379354987584838,40.083037,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2098,1780379355038146252,3847,1780379355020573667,1780379354634000000,17.572585,fresh_0_50ms,false,false,false,BTC,70419,70420,70419.5,10,70419.0|70418.0|70417.0|70416.0|70415.0,70420.0|70421.0|70422.0|70423.0|70424.0,10.51639|1.12383|0.01|4.17968|3.32715,5.89453|0.00054|1.07786|0.1379|2.95112,49|2|1|12|9,20|3|4|5|12,19.15705,10.06195,0.31127349,70419.65563674,1.55636743,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2099,local_controller_capture_ts_ns,1780379355538146252,true,21.695954,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-22.95,-229.5,-22.92623065,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,39167,600321,depthUpdate,1780379355516450298,1780379355457000000,10685862279143,10685862277249,True,False,False,,70396.5,70396.6,70396.55,1,70396.5|70396.4|70395.9|70395.8|70395.6,70396.6|70396.7|70396.8|70396.9|70397,12.572|0.099|0.002|0.002|0.003,4.489|0.002|0.007|0.009|0.001,12.678,4.508,0.47538694,70396.57376935,0.23769347,0,0,0,10685862265959,1780379355332518172,183.932126,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2099,1780379355538146252,3848,1780379355482553738,1780379355165000000,55.592514,warm_50_250ms,false,false,false,BTC,70419,70420,70419.5,10,70419.0|70418.0|70417.0|70416.0|70415.0,70420.0|70421.0|70422.0|70423.0|70424.0,9.98683|1.06133|0.01|4.17768|3.20411,6.34546|0.00054|1.07801|0.28819|1.52954,47|3|1|11|10,23|3|5|5|11,18.43995,9.24174,0.33228499,70419.66614249,1.66142493,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2100,local_controller_capture_ts_ns,1780379356038146252,true,8.382053,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-22.95,-229.5,-22.90337548,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,39186,600489,depthUpdate,1780379356029764199,1780379355966000000,10685862330241,10685862328020,True,False,False,,70396.5,70396.6,70396.55,1,70396.5|70396.4|70396.3|70396.2|70396.1,70396.6|70396.8|70396.9|70397|70397.1,15.125|0.726|0.002|0.005|0.115,0.542|0.004|0.009|0.001|0.002,15.973,0.558,0.93249047,70396.59662452,0.46624524,0,0,0,10685862327701,1780379355991097394,38.666805,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2100,1780379356038146252,3850,1780379355983377775,1780379355667000000,54.768477,warm_50_250ms,false,false,false,BTC,70419,70420,70419.5,10,70419.0|70418.0|70417.0|70416.0|70415.0,70420.0|70421.0|70422.0|70423.0|70424.0,10.34238|0.63531|0.01|5.88377|2.72925,6.10521|0.00054|1.07801|0.14935|0.37569,47|2|1|12|9,20|3|5|7|7,19.60071,7.7088,0.43544941,70419.7177247,2.17724705,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2101,local_controller_capture_ts_ns,1780379356538146252,true,7.227516,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-22.95,-229.5,-22.90311235,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,39205,600521,depthUpdate,1780379356530918736,1780379356472000000,10685862370436,10685862368972,True,False,False,,70396.5,70396.6,70396.55,1,70396.5|70396.4|70396.3|70396.2|70396.1,70396.6|70396.8|70396.9|70397|70397.1,15.152|0.726|0.002|0.005|0.147,0.499|0.004|0.009|0.001|0.002,16.032,0.515,0.93775307,70396.59688765,0.46887653,0,0,0,10685862370239,1780379356528822704,2.096032,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2101,1780379356538146252,3850,1780379355983377775,1780379355667000000,554.768477,watch_250ms_to_stale_limit,false,false,false,BTC,70419,70420,70419.5,10,70419.0|70418.0|70417.0|70416.0|70415.0,70420.0|70421.0|70422.0|70423.0|70424.0,10.34238|0.63531|0.01|5.88377|2.72925,6.10521|0.00054|1.07801|0.14935|0.37569,47|2|1|12|9,20|3|5|7|7,19.60071,7.7088,0.43544941,70419.7177247,2.17724705,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
