event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,exchange_time_delta_from_previous_ms,local_receive_delta_from_previous_ms,exchange_time_regressed_from_previous,previous_l2_event_sequence,previous_l2_exchange_time_ms,latest_l2_age_ms_by_exchange_time,previous_trade_event_sequence,previous_trade_exchange_time_ms,latest_trade_age_ms_by_exchange_time,next_l2_event_sequence,next_l2_exchange_time_ms,next_l2_delta_ms_by_exchange_time,next_trade_event_sequence,next_trade_exchange_time_ms,next_trade_delta_ms_by_exchange_time,local_receive_ordering_status,exchange_time_ordering_status,bbo_history_count_proxy_from_candidate_events,bbo_history_span_ms_proxy,freshness_source,fresh_touch_evidence_status,top_reset_status,skip_reason
226,trades,1782283405428,1782283405909412903,404,644.04053,False,221,1782283400121,5307,225,1782283405024,404,228,1782283405562,134,227,1782283405495,67,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,56,299196,real_bbo_history_stale,block,reset_supported,missing_touch_freshness_or_queue_reset_evidence
227,trades,1782283405495,1782283405909620276,67,0.207373,False,221,1782283400121,5374,226,1782283405428,67,228,1782283405562,67,229,1782283409000,3505,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,56,299263,real_bbo_history_stale,block,reset_supported,missing_touch_freshness_or_queue_reset_evidence
228,l2Book,1782283405562,1782283405909900848,67,0.280572,False,221,1782283400121,5441,227,1782283405495,67,231,1782283410807,5245,229,1782283409000,3438,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,57,299330,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
229,trades,1782283409000,1782283409272138534,3438,3362.237686,False,228,1782283405562,3438,227,1782283405495,3505,231,1782283410807,1807,230,1782283409150,150,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,57,302768,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
230,trades,1782283409150,1782283409332796521,150,60.657987,False,228,1782283405562,3588,229,1782283409000,150,231,1782283410807,1657,232,1782283414242,5092,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,57,302918,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
231,l2Book,1782283410807,1782283411060847660,1657,1728.051139,False,228,1782283405562,5245,230,1782283409150,1657,234,1782283416157,5350,232,1782283414242,3435,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,58,304575,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
232,trades,1782283414242,1782283414447896809,3435,3387.049149,False,231,1782283410807,3435,230,1782283409150,5092,234,1782283416157,1915,233,1782283414642,400,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,58,308010,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
233,trades,1782283414642,1782283414837496887,400,389.600078,False,231,1782283410807,3835,232,1782283414242,400,234,1782283416157,1515,235,1782283418022,3380,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,58,308410,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
234,l2Book,1782283416157,1782283416460535589,1515,1623.038702,False,231,1782283410807,5350,233,1782283414642,1515,236,1782283421549,5392,235,1782283418022,1865,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,59,309925,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
235,trades,1782283418022,1782283418270244323,1865,1809.708734,False,234,1782283416157,1865,233,1782283414642,3380,236,1782283421549,3527,237,1782283424046,6024,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,59,311790,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
236,l2Book,1782283421549,1782283421857168602,3527,3586.924279,False,234,1782283416157,5392,235,1782283418022,3527,239,1782283426963,5414,237,1782283424046,2497,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,60,315317,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
237,trades,1782283424046,1782283424275611350,2497,2418.442748,False,236,1782283421549,2497,235,1782283418022,6024,239,1782283426963,2917,238,1782283426442,2396,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,60,317814,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
238,trades,1782283426442,1782283426774274114,2396,2498.662764,False,236,1782283421549,4893,237,1782283424046,2396,239,1782283426963,521,240,1782283428011,1569,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,60,320210,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
239,l2Book,1782283426963,1782283427280171681,521,505.897567,False,236,1782283421549,5414,238,1782283426442,521,245,1782283432345,5382,240,1782283428011,1048,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,61,320731,real_bbo_history_insufficient,block,missing,missing_touch_freshness_or_queue_reset_evidence
240,trades,1782283428011,1782283428285683080,1048,1005.511399,False,239,1782283426963,1048,238,1782283426442,1569,245,1782283432345,4334,241,1782283429237,1226,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,61,321779,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
241,trades,1782283429237,1782283429462225384,1226,1176.542304,False,239,1782283426963,2274,240,1782283428011,1226,245,1782283432345,3108,242,1782283431052,1815,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,61,323005,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
242,trades,1782283431052,1782283431301960156,1815,1839.734772,False,239,1782283426963,4089,241,1782283429237,1815,245,1782283432345,1293,243,1782283431737,685,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,61,324820,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
243,trades,1782283431737,1782283431919862283,685,617.902127,False,239,1782283426963,4774,242,1782283431052,685,245,1782283432345,608,244,1782283432005,268,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,61,325505,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
244,trades,1782283432005,1782283432245057508,268,325.195225,False,239,1782283426963,5042,243,1782283431737,268,245,1782283432345,340,246,1782283435047,3042,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,61,325773,real_bbo_history_stale,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
245,l2Book,1782283432345,1782283432628411761,340,383.354253,False,239,1782283426963,5382,244,1782283432005,340,249,1782283437738,5393,246,1782283435047,2702,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,62,326113,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
246,trades,1782283435047,1782283435368857551,2702,2740.44579,False,245,1782283432345,2702,244,1782283432005,3042,249,1782283437738,2691,247,1782283436064,1017,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,62,328815,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
247,trades,1782283436064,1782283436289967449,1017,921.109898,False,245,1782283432345,3719,246,1782283435047,1017,249,1782283437738,1674,248,1782283437483,1419,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,62,329832,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
248,trades,1782283437483,1782283437626747216,1419,1336.779767,False,245,1782283432345,5138,247,1782283436064,1419,249,1782283437738,255,250,1782283438490,1007,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,62,331251,real_bbo_history_stale,block,reset_supported,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
249,l2Book,1782283437738,1782283438024544536,255,397.79732,False,245,1782283432345,5393,248,1782283437483,255,252,1782283443093,5355,250,1782283438490,752,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,63,331506,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
250,trades,1782283438490,1782283438613794561,752,589.250025,False,249,1782283437738,752,248,1782283437483,1007,252,1782283443093,4603,251,1782283439029,539,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,63,332258,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
251,trades,1782283439029,1782283439241265780,539,627.471219,False,249,1782283437738,1291,250,1782283438490,539,252,1782283443093,4064,253,1782283444581,5552,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,63,332797,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
252,l2Book,1782283443093,1782283443400133038,4064,4158.867258,False,249,1782283437738,5355,251,1782283439029,4064,255,1782283448525,5432,253,1782283444581,1488,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,64,336861,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
253,trades,1782283444581,1782283444769536678,1488,1369.40364,False,252,1782283443093,1488,251,1782283439029,5552,255,1782283448525,3944,254,1782283448016,3435,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,64,338349,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
254,trades,1782283448016,1782283448287597902,3435,3518.061224,False,252,1782283443093,4923,253,1782283444581,3435,255,1782283448525,509,256,1782283450475,2459,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,64,341784,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
255,l2Book,1782283448525,1782283448872237966,509,584.640064,False,252,1782283443093,5432,254,1782283448016,509,261,1782283454064,5539,256,1782283450475,1950,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,65,342293,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
256,trades,1782283450475,1782283450673115631,1950,1800.877665,False,255,1782283448525,1950,254,1782283448016,2459,261,1782283454064,3589,257,1782283450674,199,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,65,344243,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
257,trades,1782283450674,1782283451155877781,199,482.76215,False,255,1782283448525,2149,256,1782283450475,199,261,1782283454064,3390,258,1782283451275,601,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,65,344442,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
258,trades,1782283451275,1782283451571837928,601,415.960147,False,255,1782283448525,2750,257,1782283450674,601,261,1782283454064,2789,259,1782283451567,292,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,65,345043,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
259,trades,1782283451567,1782283451819169764,292,247.331836,False,255,1782283448525,3042,258,1782283451275,292,261,1782283454064,2497,260,1782283454001,2434,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,65,345335,real_bbo_history_touch_stability,pass,reset_supported,outside_quality_a_b_queue_bands
260,trades,1782283454001,1782283454363894508,2434,2544.724744,False,255,1782283448525,5476,259,1782283451567,2434,261,1782283454064,63,262,1782283455708,1707,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,65,347769,real_bbo_history_stale,block,reset_supported,missing_touch_freshness_or_queue_reset_evidence
261,l2Book,1782283454064,1782283454364359371,63,0.464863,False,255,1782283448525,5539,260,1782283454001,63,274,1782283459395,5331,262,1782283455708,1644,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,66,347832,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
262,trades,1782283455708,1782283456103993806,1644,1739.634435,False,261,1782283454064,1644,260,1782283454001,1707,274,1782283459395,3687,263,1782283456874,1166,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,66,349476,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
263,trades,1782283456874,1782283457058193357,1166,954.199551,False,261,1782283454064,2810,262,1782283455708,1166,274,1782283459395,2521,264,1782283458012,1138,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,66,350642,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
264,trades,1782283458012,1782283458285351602,1138,1227.158245,False,261,1782283454064,3948,263,1782283456874,1138,274,1782283459395,1383,265,1782283458159,147,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,66,351780,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
