inventory_bucket,side_class,quote_distance_bucket,fair_or_reservation_edge_bucket,latency_stale_bucket,post_only_safety_bucket,reject_throttle_churn_bucket,fill_after_cancel_bucket,bucket_level,scope,rows_before,rows_after,rows_delta,fills_before,fills_after,fills_delta,sample_count_before,sample_count_after,sample_count_delta,fill_sample_count_before,fill_sample_count_after,fill_sample_count_delta,fill_rate_before,fill_rate_after,fill_rate_delta,clean_only_fill_mass_before,clean_only_fill_mass_after,clean_only_fill_mass_delta,side_adjusted_markout_5000ms_mean_before,side_adjusted_markout_5000ms_mean_after,spread_capture_ticks_mean_before,spread_capture_ticks_mean_after,fee_adjusted_spread_capture_ticks_mean_before,fee_adjusted_spread_capture_ticks_mean_after,fill_after_cancel_rate_before,fill_after_cancel_rate_after,inventory_increasing_fill_rate_before,inventory_increasing_fill_rate_after,inventory_reducing_fill_rate_before,inventory_reducing_fill_rate_after,post_only_risk_rows_before,post_only_risk_rows_after,reject_throttle_churn_rows_before,reject_throttle_churn_rows_after,verdict_before,verdict_after,flow_class,flow_note
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,accepted_set,6,7,1,6,7,1,5,6,1,5,6,1,1,1,0,,,0,-63.25,-63.25,29.166667,28.642857,29.166667,28.642857,1,1,0,0,0.333333,0.428571,0,0,6,7,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,clean_only,5,6,1,5,6,1,4,5,1,4,5,1,1,1,0,5,6,1,-63.25,-63.25,31.5,30.5,31.5,30.5,1,1,0,0,0.4,0.5,0,0,5,6,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,6,7,1,6,7,1,4,5,1,4,5,1,1,1,0,,,0,-111.333333,-111.333333,31.833333,31.833333,31.833333,31.833333,0,0,0,0,0.333333,0.285714,0,0,6,7,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,3,4,1,3,4,1,3,4,1,3,4,1,1,1,0,3,4,1,-89.833333,-89.833333,29.5,29.5,29.5,29.5,0,0,0,0,0,0,0,0,3,4,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,1,2,1,1,2,1,1,2,1,1,2,1,1,1,0,,,0,-55.5,-55.5,54.5,36,54.5,36,0,0,0,0,0,0,0,0,1,2,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,0,1,1,0,1,1,0,1,1,0,1,1,,1,1,,1,1,,,,17.5,,17.5,,0,,0,,0,,0,,1,,reject_quality_negative,new_bucket,new clean-only bucket appeared or became active after the 120min sample
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,7,8,1,7,8,1,4,5,1,4,5,1,1,1,0,,,0,-26.166667,-26.166667,60.916667,57.571429,60.916667,57.571429,0,0,0,0,0.428571,0.5,0,0,7,8,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,4,5,1,4,5,1,3,4,1,3,4,1,1,1,0,4,5,1,-11.5,-11.5,78.833333,68.5,78.833333,68.5,0,0,0,0,0.25,0.4,0,0,4,5,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,accepted_set,37,38,1,37,38,1,6,7,1,6,7,1,1,1,0,,,0,-52.19697,-51.323529,24.175676,24.131579,24.175676,24.131579,1,1,0,0,0.513514,0.526316,0,0,37,38,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,clean_only,31,32,1,31,32,1,5,6,1,5,6,1,1,1,0,31,32,1,-52.166667,-51.209677,27.145161,27,27.145161,27,1,1,0,0,0.483871,0.5,0,0,31,32,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,14,15,1,14,15,1,5,6,1,5,6,1,1,1,0,,,0,-89.863636,-82.333333,42.75,40,42.75,40,0,0,0,0,0.357143,0.4,0,0,14,15,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,10,11,1,10,11,1,4,5,1,4,5,1,1,1,0,10,11,1,-63,-55.944444,41.45,37.818182,41.45,37.818182,0,0,0,0,0.4,0.454545,0,0,10,11,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,4,5,1,4,5,1,3,4,1,3,4,1,1,1,0,,,0,21.5,21.5,30.166667,34.75,30.166667,34.75,0,0,0,0,0.5,0.6,0,0,4,5,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,4,5,1,4,5,1,3,4,1,3,4,1,1,1,0,4,5,1,21.5,21.5,30.166667,34.75,30.166667,34.75,0,0,0,0,0.5,0.6,0,0,4,5,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,2,3,1,2,3,1,2,3,1,2,3,1,1,1,0,,,0,-97,-80.166667,33,39.166667,33,39.166667,0,0,0,0,0.5,0.333333,0,0,2,3,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,2,3,1,2,3,1,2,3,1,2,3,1,1,1,0,2,3,1,-97,-80.166667,33,39.166667,33,39.166667,0,0,0,0,0.5,0.333333,0,0,2,3,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,accepted_set,41,42,1,41,42,1,7,8,1,7,8,1,1,1,0,,,0,-122.342857,-122.342857,3.195122,3.130952,3.195122,3.130952,1,1,0,0,0.634146,0.642857,0,0,41,42,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,clean_only,36,37,1,36,37,1,6,7,1,6,7,1,1,1,0,36,37,1,-133.859375,-133.859375,3.569444,3.486486,3.569444,3.486486,1,1,0,0,0.611111,0.621622,0,0,36,37,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,7,8,1,7,8,1,5,6,1,5,6,1,1,1,0,,,0,-199.75,-199.75,-1.5,-1.214286,-1.5,-1.214286,0,0,0,0,0.714286,0.625,0,0,7,8,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,5,6,1,5,6,1,4,5,1,4,5,1,1,1,0,5,6,1,-169.5,-169.5,-2.5,-1.9,-2.5,-1.9,0,0,0,0,0.6,0.5,0,0,5,6,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,fill_after_cancel_fast,fill_after_cancel_sensitivity,accepted_set,4,5,1,4,5,1,3,4,1,3,4,1,1,1,0,,,0,-250.5,-125,0.75,0.7,0.75,0.7,1,1,0,0,0.75,0.8,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,fill_after_cancel_fast,fill_after_cancel_sensitivity,clean_only,4,5,1,4,5,1,3,4,1,3,4,1,1,1,0,4,5,1,-250.5,-125,0.75,0.7,0.75,0.7,1,1,0,0,0.75,0.8,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,6,7,1,6,7,1,4,5,1,4,5,1,1,1,0,,,0,-114.5,-114.5,0.5,0.5,0.5,0.5,0,0,0,0,1,1,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,4,5,1,4,5,1,3,4,1,3,4,1,1,1,0,4,5,1,73.5,73.5,0.5,0.5,0.5,0.5,0,0,0,0,1,1,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,accepted_set,12,13,1,12,13,1,7,8,1,7,8,1,1,1,0,,,0,-128.5,-128.5,0.5,0.5,0.5,0.5,1,1,0,0,0.416667,0.384615,0,0,12,13,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,clean_only,10,11,1,10,11,1,6,7,1,6,7,1,1,1,0,10,11,1,-138.7,-138.7,0.5,0.5,0.5,0.5,1,1,0,0,0.3,0.272727,0,0,10,11,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,9,10,1,9,10,1,6,7,1,6,7,1,1,1,0,,,0,-81.75,-77.944444,-0.166667,-0.1,-0.166667,-0.1,0,0,0,0,0.222222,0.3,0,0,9,10,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,8,9,1,8,9,1,5,6,1,5,6,1,1,1,0,8,9,1,-81.75,-77.944444,-0.25,-0.166667,-0.25,-0.166667,0,0,0,0,0.25,0.333333,0,0,8,9,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,accepted_set,5,6,1,5,6,1,5,6,1,5,6,1,1,1,0,,,0,-213.25,-176.9,-1.4,-1.083333,-1.4,-1.083333,1,1,0,0,0,0,0,0,5,6,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,clean_only,4,5,1,4,5,1,4,5,1,4,5,1,1,1,0,4,5,1,-186.833333,-148,-1.875,-1.4,-1.875,-1.4,1,1,0,0,0,0,0,0,4,5,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,8,9,1,8,9,1,4,5,1,4,5,1,1,1,0,,,0,16.833333,13.357143,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.555556,0,0,8,9,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,5,6,1,5,6,1,3,4,1,3,4,1,1,1,0,5,6,1,113.833333,83.5,0.5,0.5,0.5,0.5,0,0,0,0,0.2,0.333333,0,0,5,6,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,accepted_set,21,22,1,21,22,1,5,6,1,5,6,1,1,1,0,,,0,-64.45,-65.071429,5.119048,4.909091,5.119048,4.909091,1,1,0,0,0.619048,0.590909,0,0,21,22,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,clean_only,20,21,1,20,21,1,4,5,1,4,5,1,1,1,0,20,21,1,-64.45,-65.071429,5.2,4.97619,5.2,4.97619,1,1,0,0,0.6,0.571429,0,0,20,21,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,20,21,1,20,21,1,6,7,1,6,7,1,1,1,0,,,0,51.333333,51.333333,0.5,0.5,0.5,0.5,0,0,0,0,0.6,0.619048,0,0,20,21,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,17,18,1,17,18,1,5,6,1,5,6,1,1,1,0,17,18,1,80.366667,80.366667,0.5,0.5,0.5,0.5,0,0,0,0,0.529412,0.555556,0,0,17,18,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,2,3,1,2,3,1,2,3,1,2,3,1,1,1,0,,,0,,,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,2,3,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,2,3,1,2,3,1,2,3,1,2,3,1,1,1,0,2,3,1,,,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,2,3,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,3,4,1,3,4,1,2,3,1,2,3,1,1,1,0,,,0,-107.5,-98.5,0.5,0.5,0.5,0.5,0,0,0,0,0.333333,0.5,0,0,3,4,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,1,2,1,1,2,1,1,2,1,1,2,1,1,1,0,1,2,1,-420.5,-246,0.5,0.5,0.5,0.5,0,0,0,0,1,1,0,0,1,2,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,accepted_set,3,4,1,3,4,1,2,3,1,2,3,1,1,1,0,,,0,-100,-100,0.5,0.5,0.5,0.5,0,0,0,0,0.666667,0.75,0,0,3,4,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,filled_no_cancel_race,fill_after_cancel_sensitivity,clean_only,2,3,1,2,3,1,1,2,1,1,2,1,1,1,0,2,3,1,-100,-100,0.5,0.5,0.5,0.5,0,0,0,0,1,1,0,0,2,3,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,accepted_set,23,24,1,23,24,1,7,8,1,7,8,1,1,1,0,,,0,-80.071429,-64.590909,5.5,5.291667,5.5,5.291667,1,1,0,0,0.478261,0.458333,0,0,23,24,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,recent_reject_or_throttle,fill_after_cancel_fast,fill_after_cancel_sensitivity,clean_only,20,21,1,20,21,1,6,7,1,6,7,1,1,1,0,20,21,1,-91.444444,-72.921053,3.45,3.309524,3.45,3.309524,1,1,0,0,0.4,0.380952,0,0,20,21,reject_quality_negative,reject_quality_negative,existing_growth,existing clean-only bucket absorbed additional rows/fills from the new sample
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,2948,3329,381,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,2948,3329,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,2524,2905,381,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,2524,2905,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
